Location,Name,Frequency,Duplex,Offset,Tone,rToneFreq,cToneFreq,DtcsCode,DtcsPolarity,Mode,TStep,Skip,Comment,URCALL,RPT1CALL,RPT2CALL,DVCODE
801,CH 20 14,462.675000,,0.000000,TSQL,107.2,107.2,023,NN,FM,5.00,S,,,,,
802,CH 20 15,462.675000,,0.000000,TSQL,110.9,110.9,023,NN,FM,5.00,S,,,,,
803,CH 20 16,462.675000,,0.000000,TSQL,114.8,114.8,023,NN,FM,5.00,S,,,,,
804,CH 20 17,462.675000,,0.000000,TSQL,118.8,118.8,023,NN,FM,5.00,S,,,,,
805,CH 20 18,462.675000,,0.000000,TSQL,123.0,123.0,023,NN,FM,5.00,S,,,,,
806,CH 20 19,462.675000,,0.000000,TSQL,127.3,127.3,023,NN,FM,5.00,S,,,,,
807,CH 20 20,462.675000,,0.000000,TSQL,131.8,131.8,023,NN,FM,5.00,S,,,,,
808,CH 20 21,462.675000,,0.000000,TSQL,136.5,136.5,023,NN,FM,5.00,S,,,,,
809,CH 20 22,462.675000,,0.000000,TSQL,141.3,141.3,023,NN,FM,5.00,S,,,,,
810,CH 20 23,462.675000,,0.000000,TSQL,146.2,146.2,023,NN,FM,5.00,S,,,,,
811,CH 20 24,462.675000,,0.000000,TSQL,151.4,151.4,023,NN,FM,5.00,S,,,,,
812,CH 20 25,462.675000,,0.000000,TSQL,156.7,156.7,023,NN,FM,5.00,S,,,,,
813,CH 20 26,462.675000,,0.000000,TSQL,162.2,162.2,023,NN,FM,5.00,S,,,,,
814,CH 20 27,462.675000,,0.000000,TSQL,167.9,167.9,023,NN,FM,5.00,S,,,,,
815,CH 20 28,462.675000,,0.000000,TSQL,173.8,173.8,023,NN,FM,5.00,S,,,,,
816,CH 20 29,462.675000,,0.000000,TSQL,179.9,179.9,023,NN,FM,5.00,S,,,,,
817,CH 20 30,462.675000,,0.000000,TSQL,186.2,186.2,023,NN,FM,5.00,S,,,,,
818,CH 20 31,462.675000,,0.000000,TSQL,192.8,192.8,023,NN,FM,5.00,S,,,,,
819,CH 20 32,462.675000,,0.000000,TSQL,203.5,203.5,023,NN,FM,5.00,S,,,,,
820,CH 20 33,462.675000,,0.000000,TSQL,210.7,210.7,023,NN,FM,5.00,S,,,,,
821,CH 20 34,462.675000,,0.000000,TSQL,218.1,218.1,023,NN,FM,5.00,S,,,,,
822,CH 20 35,462.675000,,0.000000,TSQL,225.7,225.7,023,NN,FM,5.00,S,,,,,
823,CH 20 36,462.675000,,0.000000,TSQL,233.6,233.6,023,NN,FM,5.00,S,,,,,
824,CH 20 37,462.675000,,0.000000,TSQL,241.8,241.8,023,NN,FM,5.00,S,,,,,
825,CH 20 38,462.675000,,0.000000,TSQL,250.3,250.3,023,NN,FM,5.00,S,,,,,
826,CH 21 1,462.700000,,0.000000,TSQL,67.0,67.0,023,NN,FM,5.00,,,,,,
827,CH 21 2,462.700000,,0.000000,TSQL,71.9,71.9,023,NN,FM,5.00,S,,,,,
828,CH 21 3,462.700000,,0.000000,TSQL,74.4,74.4,023,NN,FM,5.00,S,,,,,
829,CH 21 4,462.700000,,0.000000,TSQL,77.0,77.0,023,NN,FM,5.00,S,,,,,
830,CH 21 5,462.700000,,0.000000,TSQL,79.7,79.7,023,NN,FM,5.00,S,,,,,
831,CH 21 6,462.700000,,0.000000,TSQL,82.5,82.5,023,NN,FM,5.00,S,,,,,
832,CH 21 7,462.700000,,0.000000,TSQL,85.4,85.4,023,NN,FM,5.00,S,,,,,
833,CH 21 8,462.700000,,0.000000,TSQL,88.5,88.5,023,NN,FM,5.00,S,,,,,
834,CH 21 9,462.700000,,0.000000,TSQL,91.5,91.5,023,NN,FM,5.00,S,,,,,
835,CH 21 10,462.700000,,0.000000,TSQL,94.8,94.8,023,NN,FM,5.00,S,,,,,
836,CH 21 11,462.700000,,0.000000,TSQL,97.4,97.4,023,NN,FM,5.00,S,,,,,
837,CH 21 12,462.700000,,0.000000,TSQL,100.0,100.0,023,NN,FM,5.00,S,,,,,
838,CH 21 13,462.700000,,0.000000,TSQL,103.5,103.5,023,NN,FM,5.00,S,,,,,
839,CH 21 14,462.700000,,0.000000,TSQL,107.2,107.2,023,NN,FM,5.00,S,,,,,
840,CH 21 15,462.700000,,0.000000,TSQL,110.9,110.9,023,NN,FM,5.00,S,,,,,
841,CH 21 16,462.700000,,0.000000,TSQL,114.8,114.8,023,NN,FM,5.00,S,,,,,
842,CH 21 17,462.700000,,0.000000,TSQL,118.8,118.8,023,NN,FM,5.00,S,,,,,
843,CH 21 18,462.700000,,0.000000,TSQL,123.0,123.0,023,NN,FM,5.00,S,,,,,
844,CH 21 19,462.700000,,0.000000,TSQL,127.3,127.3,023,NN,FM,5.00,S,,,,,
845,CH 21 20,462.700000,,0.000000,TSQL,131.8,131.8,023,NN,FM,5.00,S,,,,,
846,CH 21 21,462.700000,,0.000000,TSQL,136.5,136.5,023,NN,FM,5.00,S,,,,,
847,CH 21 22,462.700000,,0.000000,TSQL,141.3,141.3,023,NN,FM,5.00,S,,,,,
848,CH 21 23,462.700000,,0.000000,TSQL,146.2,146.2,023,NN,FM,5.00,S,,,,,
849,CH 21 24,462.700000,,0.000000,TSQL,151.4,151.4,023,NN,FM,5.00,S,,,,,
850,CH 21 25,462.700000,,0.000000,TSQL,156.7,156.7,023,NN,FM,5.00,S,,,,,
851,CH 21 26,462.700000,,0.000000,TSQL,162.2,162.2,023,NN,FM,5.00,S,,,,,
852,CH 21 27,462.700000,,0.000000,TSQL,167.9,167.9,023,NN,FM,5.00,S,,,,,
853,CH 21 28,462.700000,,0.000000,TSQL,173.8,173.8,023,NN,FM,5.00,S,,,,,
854,CH 21 29,462.700000,,0.000000,TSQL,179.9,179.9,023,NN,FM,5.00,S,,,,,
855,CH 21 30,462.700000,,0.000000,TSQL,186.2,186.2,023,NN,FM,5.00,S,,,,,
856,CH 21 31,462.700000,,0.000000,TSQL,192.8,192.8,023,NN,FM,5.00,S,,,,,
857,CH 21 32,462.700000,,0.000000,TSQL,203.5,203.5,023,NN,FM,5.00,S,,,,,
858,CH 21 33,462.700000,,0.000000,TSQL,210.7,210.7,023,NN,FM,5.00,S,,,,,
859,CH 21 34,462.700000,,0.000000,TSQL,218.1,218.1,023,NN,FM,5.00,S,,,,,
860,CH 21 35,462.700000,,0.000000,TSQL,225.7,225.7,023,NN,FM,5.00,S,,,,,
861,CH 21 36,462.700000,,0.000000,TSQL,233.6,233.6,023,NN,FM,5.00,S,,,,,
862,CH 21 37,462.700000,,0.000000,TSQL,241.8,241.8,023,NN,FM,5.00,S,,,,,
863,CH 21 38,462.700000,,0.000000,TSQL,250.3,250.3,023,NN,FM,5.00,S,,,,,
864,CH 22 1,462.725000,,0.000000,TSQL,67.0,67.0,023,NN,FM,5.00,,,,,,
865,CH 22 2,462.725000,,0.000000,TSQL,71.9,71.9,023,NN,FM,5.00,S,,,,,
866,CH 22 3,462.725000,,0.000000,TSQL,74.4,74.4,023,NN,FM,5.00,S,,,,,
867,CH 22 4,462.725000,,0.000000,TSQL,77.0,77.0,023,NN,FM,5.00,S,,,,,
868,CH 22 5,462.725000,,0.000000,TSQL,79.7,79.7,023,NN,FM,5.00,S,,,,,
869,CH 22 6,462.725000,,0.000000,TSQL,82.5,82.5,023,NN,FM,5.00,S,,,,,
870,CH 22 7,462.725000,,0.000000,TSQL,85.4,85.4,023,NN,FM,5.00,S,,,,,
871,CH 22 8,462.725000,,0.000000,TSQL,88.5,88.5,023,NN,FM,5.00,S,,,,,
872,CH 22 9,462.725000,,0.000000,TSQL,91.5,91.5,023,NN,FM,5.00,S,,,,,
873,CH 22 10,462.725000,,0.000000,TSQL,94.8,94.8,023,NN,FM,5.00,S,,,,,
874,CH 22 11,462.725000,,0.000000,TSQL,97.4,97.4,023,NN,FM,5.00,S,,,,,
875,CH 22 12,462.725000,,0.000000,TSQL,100.0,100.0,023,NN,FM,5.00,S,,,,,
876,CH 22 13,462.725000,,0.000000,TSQL,103.5,103.5,023,NN,FM,5.00,S,,,,,
877,CH 22 14,462.725000,,0.000000,TSQL,107.2,107.2,023,NN,FM,5.00,S,,,,,
878,CH 22 15,462.725000,,0.000000,TSQL,110.9,110.9,023,NN,FM,5.00,S,,,,,
879,CH 22 16,462.725000,,0.000000,TSQL,114.8,114.8,023,NN,FM,5.00,S,,,,,
880,CH 22 17,462.725000,,0.000000,TSQL,118.8,118.8,023,NN,FM,5.00,S,,,,,
881,CH 22 18,462.725000,,0.000000,TSQL,123.0,123.0,023,NN,FM,5.00,S,,,,,
882,CH 22 19,462.725000,,0.000000,TSQL,127.3,127.3,023,NN,FM,5.00,S,,,,,
883,CH 22 20,462.725000,,0.000000,TSQL,131.8,131.8,023,NN,FM,5.00,S,,,,,
884,CH 22 21,462.725000,,0.000000,TSQL,136.5,136.5,023,NN,FM,5.00,S,,,,,
885,CH 22 22,462.725000,,0.000000,TSQL,141.3,141.3,023,NN,FM,5.00,S,,,,,
886,CH 22 23,462.725000,,0.000000,TSQL,146.2,146.2,023,NN,FM,5.00,S,,,,,
887,CH 22 24,462.725000,,0.000000,TSQL,151.4,151.4,023,NN,FM,5.00,S,,,,,
888,CH 22 25,462.725000,,0.000000,TSQL,156.7,156.7,023,NN,FM,5.00,S,,,,,
889,CH 22 26,462.725000,,0.000000,TSQL,162.2,162.2,023,NN,FM,5.00,S,,,,,
890,CH 22 27,462.725000,,0.000000,TSQL,167.9,167.9,023,NN,FM,5.00,S,,,,,
891,CH 22 28,462.725000,,0.000000,TSQL,173.8,173.8,023,NN,FM,5.00,S,,,,,
892,CH 22 29,462.725000,,0.000000,TSQL,179.9,179.9,023,NN,FM,5.00,S,,,,,
893,CH 22 30,462.725000,,0.000000,TSQL,186.2,186.2,023,NN,FM,5.00,S,,,,,
894,CH 22 31,462.725000,,0.000000,TSQL,192.8,192.8,023,NN,FM,5.00,S,,,,,
895,CH 22 32,462.725000,,0.000000,TSQL,203.5,203.5,023,NN,FM,5.00,S,,,,,
896,CH 22 33,462.725000,,0.000000,TSQL,210.7,210.7,023,NN,FM,5.00,S,,,,,
897,CH 22 34,462.725000,,0.000000,TSQL,218.1,218.1,023,NN,FM,5.00,S,,,,,
898,CH 22 35,462.725000,,0.000000,TSQL,225.7,225.7,023,NN,FM,5.00,S,,,,,
899,CH 22 36,462.725000,,0.000000,TSQL,233.6,233.6,023,NN,FM,5.00,S,,,,,
900,CH 22 37,462.725000,,0.000000,TSQL,241.8,241.8,023,NN,FM,5.00,S,,,,,
901,CH 22 38,462.725000,,0.000000,TSQL,250.3,250.3,023,NN,FM,5.00,S,,,,,
